 #written on  7Aug2021 at 22:47:11 
 #---------------------------------------------------- MONTECARLO ----------------------------------------------------#
 #  Temp    Shell   Atom1   Type1   Atom2   Type2   <\sum_{ij} Si.Sj/N>   <\sum_{ij}|Si.Sj|/N>   <|\sum_{ij}Si.Sj|/N> #
 #--------------------------------------------------------------------------------------------------------------------#
  35.4286     7      Mn       1      Mn       1         0.056208039           0.509712342             0.251983532
  36.4762     1      Mn       1      Mn       1        -0.770070889           0.774430205             0.770070889
  36.4762     2      Mn       1      Mn       1        -0.122703686           0.512408382             0.246456423
  36.4762     3      Mn       1      Mn       1         0.659997302           0.679274854             0.659997302
  36.4762     4      Mn       1      Mn       1         0.105542437           0.509668615             0.240935825
  36.4762     5      Mn       1      Mn       1        -0.635145242           0.661232786             0.635145242
  36.4762     6      Mn       1      Mn       1        -0.095298875           0.508472669             0.237714529
  36.4762     7      Mn       1      Mn       1         0.087876917           0.507587107             0.235589786
  37.5238     1      Mn       1      Mn       1        -0.762519341           0.767741869             0.762519341
  37.5238     2      Mn       1      Mn       1        -0.157395433           0.517288431             0.265986576
  37.5238     3      Mn       1      Mn       1         0.648940705           0.671187881             0.648940705
  37.5238     4      Mn       1      Mn       1         0.139463348           0.513640453             0.259125426
  37.5238     5      Mn       1      Mn       1        -0.623311943           0.653155752             0.623311943
  37.5238     6      Mn       1      Mn       1        -0.128665689           0.512017495             0.255046775
  37.5238     7      Mn       1      Mn       1         0.120891716           0.510772614             0.252288027
  38.5714     1      Mn       1      Mn       1        -0.754895820           0.761114398             0.754895820
  38.5714     2      Mn       1      Mn       1        -0.066836456           0.506606688             0.205312439
  38.5714     3      Mn       1      Mn       1         0.637841711           0.663382217             0.637841711
  38.5714     4      Mn       1      Mn       1         0.048525040           0.505215218             0.202690490
  38.5714     5      Mn       1      Mn       1        -0.611471179           0.645443501             0.611471179
  38.5714     6      Mn       1      Mn       1        -0.037666063           0.504719386             0.201397395
  38.5714     7      Mn       1      Mn       1         0.029753988           0.504397561             0.200708583
  39.6190     1      Mn       1      Mn       1        -0.747082392           0.754433164             0.747082392
  39.6190     2      Mn       1      Mn       1        -0.129446507           0.510726739             0.218080409
  39.6190     3      Mn       1      Mn       1         0.626338799           0.655573246             0.626338799
  39.6190     4      Mn       1      Mn       1         0.110317685           0.507656347             0.210733335
  39.6190     5      Mn       1      Mn       1        -0.599107848           0.637716285             0.599107848
  39.6190     6      Mn       1      Mn       1        -0.098898778           0.506340188             0.206489444
  39.6190     7      Mn       1      Mn       1         0.090614541           0.505302764             0.203684187
  40.6667     1      Mn       1      Mn       1        -0.739011109           0.747658164             0.739011109
  40.6667     2      Mn       1      Mn       1        -0.075468017           0.504949519             0.182254869
  40.6667     3      Mn       1      Mn       1         0.614335339           0.647708817             0.614335339
  40.6667     4      Mn       1      Mn       1         0.055768745           0.503263209             0.177723949
  40.6667     5      Mn       1      Mn       1        -0.586215653           0.629987575             0.586215653
  40.6667     6      Mn       1      Mn       1        -0.044080552           0.502664535             0.175401712
  40.6667     7      Mn       1      Mn       1         0.035580604           0.502250565             0.174051443
  41.7143     1      Mn       1      Mn       1        -0.730803270           0.740929562             0.730803270
  41.7143     2      Mn       1      Mn       1        -0.014030503           0.501144669             0.156123709
  41.7143     3      Mn       1      Mn       1         0.602093226           0.640044071             0.602093226
